Name,Symbol,Date,Open,High,Low,Close,Volume
"Meta Platforms, Inc.",META,2023-02-27 00:00:00-05:00,171.6978373140946,172.93651334088403,168.8808187835891,169.3603057861328,19277000
"Meta Platforms, Inc.",META,2023-02-28 00:00:00-05:00,171.71780629294318,177.3618273058982,171.68783930774697,174.7545928955078,46051100
"Meta Platforms, Inc.",META,2023-03-01 00:00:00-05:00,174.4049488870432,177.66150337739745,172.86658783550513,173.23619079589844,30998400
"Meta Platforms, Inc.",META,2023-03-02 00:00:00-05:00,172.19730133633573,174.82450346518633,171.24829603610632,174.3450164794922,17352000
"Meta Platforms, Inc.",META,2023-03-03 00:00:00-05:00,178.73035736401613,186.4221929349156,176.86234429122203,185.05364990234375,45877700
"Meta Platforms, Inc.",META,2023-03-06 00:00:00-05:00,187.8007457908765,189.4589900768325,184.44430632022852,184.7040252685547,33209400
"Meta Platforms, Inc.",META,2023-03-07 00:00:00-05:00,188.79968453645608,190.15824372271936,183.81496780129967,184.31443786621094,36701500
"Meta Platforms, Inc.",META,2023-03-08 00:00:00-05:00,182.67617593748574,185.06364222857476,181.14779876433676,184.77395629882812,19432400
"Meta Platforms, Inc.",META,2023-03-09 00:00:00-05:00,186.15250123529714,188.72975338367615,180.1089103381748,181.4974365234375,26582800
"Meta Platforms, Inc.",META,2023-03-10 00:00:00-05:00,180.8181428227202,184.57416737080075,178.61049372770728,179.31973266601562,25665000
"Meta Platforms, Inc.",META,2023-03-13 00:00:00-04:00,177.77139597188517,183.58521972432104,174.6347245075703,180.70826721191406,24728000
"Meta Platforms, Inc.",META,2023-03-14 00:00:00-04:00,187.3811849192428,194.11404664940088,186.36226175402948,193.81436157226562,41642600
"Meta Platforms, Inc.",META,2023-03-15 00:00:00-04:00,192.74548973281563,197.57037225710383,190.63772550679263,197.5404052734375,42123600
"Meta Platforms, Inc.",META,2023-03-16 00:00:00-04:00,198.04985529156014,205.5419059111595,195.88215714140333,204.71278381347656,50447100
"Meta Platforms, Inc.",META,2023-03-17 00:00:00-04:00,200.34743003844625,201.68600615444805,195.2228622937947,195.40267944335938,50141100
"Meta Platforms, Inc.",META,2023-03-20 00:00:00-04:00,198.26962984510754,199.14870202433428,193.4347633445935,197.600341796875,25186300
"Meta Platforms, Inc.",META,2023-03-21 00:00:00-04:00,202.9846307714921,203.33426591301222,197.74019510439032,201.94573974609375,31827000
"Meta Platforms, Inc.",META,2023-03-22 00:00:00-04:00,202.28537215836457,207.15020561362232,199.4583698195806,199.5982208251953,28477800
"Meta Platforms, Inc.",META,2023-03-23 00:00:00-04:00,202.62501557211883,207.6596824442146,201.93574443250668,204.06349182128906,27389700
"Meta Platforms, Inc.",META,2023-03-24 00:00:00-04:00,204.9625191364457,207.35998448382333,203.33425716436335,205.79164123535156,27716400
"Meta Platforms, Inc.",META,2023-03-27 00:00:00-04:00,204.59292856292788,205.64181876321064,201.1465881128134,202.62501525878906,18527200
"Meta Platforms, Inc.",META,2023-03-28 00:00:00-04:00,199.93786335909616,200.81693556184675,197.69024803920445,200.46730041503906,19127300
"Meta Platforms, Inc.",META,2023-03-29 00:00:00-04:00,203.34424342927085,205.50195769407702,202.32532026378746,205.13235473632812,18851100
"Meta Platforms, Inc.",META,2023-03-30 00:00:00-04:00,203.16444092279744,207.86944022336027,202.6050369097265,207.6197052001953,22608300
"Tesla, Inc.",TSLA,2020-01-02 00:00:00-05:00,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500
"Tesla, Inc.",TSLA,2020-01-03 00:00:00-05:00,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500
"Tesla, Inc.",TSLA,2020-01-06 00:00:00-05:00,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000
"Tesla, Inc.",TSLA,2020-01-07 00:00:00-05:00,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500
"Tesla, Inc.",TSLA,2020-01-08 00:00:00-05:00,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500
"Tesla, Inc.",TSLA,2020-01-09 00:00:00-05:00,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000
"Tesla, Inc.",TSLA,2020-01-10 00:00:00-05:00,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500
"Tesla, Inc.",TSLA,2020-01-13 00:00:00-05:00,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000
"Tesla, Inc.",TSLA,2020-01-14 00:00:00-05:00,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000
"Tesla, Inc.",TSLA,2020-01-15 00:00:00-05:00,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000
"Tesla, Inc.",TSLA,2020-01-16 00:00:00-05:00,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500
"Tesla, Inc.",TSLA,2020-01-17 00:00:00-05:00,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500
"Tesla, Inc.",TSLA,2020-01-21 00:00:00-05:00,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500
"Tesla, Inc.",TSLA,2020-01-22 00:00:00-05:00,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000
"Tesla, Inc.",TSLA,2020-01-23 00:00:00-05:00,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,294765000
"Tesla, Inc.",TSLA,2020-01-24 00:00:00-05:00,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000
"Tesla, Inc.",TSLA,2020-01-27 00:00:00-05:00,36.132667541503906,37.62933349609375,35.95199966430664,37.201332092285156,204121500
"Tesla, Inc.",TSLA,2020-01-28 00:00:00-05:00,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,176827500
"Tesla, Inc.",TSLA,2020-01-29 00:00:00-05:00,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500
"Tesla, Inc.",TSLA,2020-01-30 00:00:00-05:00,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500
"Tesla, Inc.",TSLA,2020-01-31 00:00:00-05:00,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500
"Tesla, Inc.",TSLA,2020-02-03 00:00:00-05:00,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000
"Tesla, Inc.",TSLA,2020-02-04 00:00:00-05:00,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000
"Tesla, Inc.",TSLA,2020-02-05 00:00:00-05:00,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000
"Tesla, Inc.",TSLA,2020-02-06 00:00:00-05:00,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,598212000
"Tesla, Inc.",TSLA,2020-02-07 00:00:00-05:00,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500
"Tesla, Inc.",TSLA,2020-02-10 00:00:00-05:00,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000
"Tesla, Inc.",TSLA,2020-02-11 00:00:00-05:00,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500
"Tesla, Inc.",TSLA,2020-02-12 00:00:00-05:00,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500
"Tesla, Inc.",TSLA,2020-02-13 00:00:00-05:00,49.45600128173828,54.53333282470703,49.0,53.599998474121094,394339500
"Tesla, Inc.",TSLA,2020-02-14 00:00:00-05:00,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500
"Tesla, Inc.",TSLA,2020-02-18 00:00:00-05:00,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500
"Tesla, Inc.",TSLA,2020-02-19 00:00:00-05:00,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000
"Tesla, Inc.",TSLA,2020-02-20 00:00:00-05:00,60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,264523500
"Tesla, Inc.",TSLA,2020-02-21 00:00:00-05:00,60.46533203125,60.87066650390625,58.6966667175293,60.06666564941406,214722000
"Tesla, Inc.",TSLA,2020-02-24 00:00:00-05:00,55.93333435058594,57.56666564941406,54.813331604003906,55.58599853515625,227883000
"Tesla, Inc.",TSLA,2020-02-25 00:00:00-05:00,56.599998474121094,57.106666564941406,52.46666717529297,53.32733154296875,259357500
"Tesla, Inc.",TSLA,2020-02-26 00:00:00-05:00,52.16666793823242,54.22066879272461,51.740665435791016,51.91999816894531,211282500
"Tesla, Inc.",TSLA,2020-02-27 00:00:00-05:00,48.66666793823242,49.31800079345703,44.599998474121094,45.266666412353516,364158000
"Tesla, Inc.",TSLA,2020-02-28 00:00:00-05:00,41.97999954223633,46.03466796875,40.768001556396484,44.53266525268555,363343500
"Tesla, Inc.",TSLA,2020-03-02 00:00:00-05:00,47.41733169555664,49.5793342590332,45.77799987792969,49.574668884277344,302925000
"Tesla, Inc.",TSLA,2020-03-03 00:00:00-05:00,53.66666793823242,53.798667907714844,47.740665435791016,49.70066833496094,386760000
"Tesla, Inc.",TSLA,2020-03-04 00:00:00-05:00,50.930667877197266,51.10133361816406,48.31533432006836,49.96666717529297,225735000
"Tesla, Inc.",TSLA,2020-03-05 00:00:00-05:00,48.2513313293457,49.71666717529297,47.871334075927734,48.30266571044922,162790500
"Tesla, Inc.",TSLA,2020-03-06 00:00:00-05:00,46.0,47.133331298828125,45.61800003051758,46.89866638183594,189943500
"Tesla, Inc.",TSLA,2020-03-09 00:00:00-04:00,40.35933303833008,44.20000076293945,40.33333206176758,40.53333282470703,256105500
"Tesla, Inc.",TSLA,2020-03-10 00:00:00-04:00,43.96200180053711,44.53333282470703,40.53333282470703,43.02199935913086,233916000
"Tesla, Inc.",TSLA,2020-03-11 00:00:00-04:00,42.68000030517578,43.571998596191406,40.866668701171875,42.28200149536133,199837500
"Tesla, Inc.",TSLA,2020-03-12 00:00:00-04:00,38.72600173950195,39.633331298828125,36.41666793823242,37.369998931884766,283636500
"Tesla, Inc.",TSLA,2020-03-13 00:00:00-04:00,39.66666793823242,40.50466537475586,33.46666717529297,36.44133377075195,339604500
"Tesla, Inc.",TSLA,2020-03-16 00:00:00-04:00,31.299999237060547,32.9913330078125,29.47800064086914,29.67133331298828,307342500
"Tesla, Inc.",TSLA,2020-03-17 00:00:00-04:00,29.333999633789062,31.456666946411133,26.399999618530273,28.68000030517578,359919000
"Tesla, Inc.",TSLA,2020-03-18 00:00:00-04:00,25.933332443237305,26.99066734313965,23.367332458496094,24.08133316040039,356793000
"Tesla, Inc.",TSLA,2020-03-19 00:00:00-04:00,24.979999542236328,30.133333206176758,23.8973331451416,28.50933265686035,452932500
"Tesla, Inc.",TSLA,2020-03-20 00:00:00-04:00,29.213333129882812,31.799999237060547,28.38599967956543,28.50200080871582,424282500
"Tesla, Inc.",TSLA,2020-03-23 00:00:00-04:00,28.906667709350586,29.46666717529297,27.366666793823242,28.952667236328125,246817500
"Tesla, Inc.",TSLA,2020-03-24 00:00:00-04:00,31.81999969482422,34.24599838256836,31.600000381469727,33.66666793823242,343428000
"Tesla, Inc.",TSLA,2020-03-25 00:00:00-04:00,36.349998474121094,37.133331298828125,34.07400131225586,35.95000076293945,318340500
"Tesla, Inc.",TSLA,2020-03-26 00:00:00-04:00,36.49266815185547,37.33333206176758,34.150001525878906,35.21066665649414,260710500
"Tesla, Inc.",TSLA,2020-03-27 00:00:00-04:00,33.66666793823242,35.0533332824707,32.935333251953125,34.29066848754883,215661000
"Tesla, Inc.",TSLA,2020-03-30 00:00:00-04:00,34.017333984375,34.44333267211914,32.7486686706543,33.47533416748047,179971500
"Tesla, Inc.",TSLA,2020-03-31 00:00:00-04:00,33.41666793823242,36.19733428955078,33.133331298828125,34.93333435058594,266572500
"Tesla, Inc.",TSLA,2020-04-01 00:00:00-04:00,33.599998474121094,34.26333236694336,31.67333221435547,32.104000091552734,200298000
"Tesla, Inc.",TSLA,2020-04-02 00:00:00-04:00,32.068668365478516,32.95066833496094,29.760000228881836,30.29800033569336,297876000
"Tesla, Inc.",TSLA,2020-04-03 00:00:00-04:00,33.96666717529297,34.36600112915039,31.22599983215332,32.000667572021484,338431500
"Tesla, Inc.",TSLA,2020-04-06 00:00:00-04:00,34.08000183105469,34.733333587646484,33.19733428955078,34.41600036621094,223527000
"Tesla, Inc.",TSLA,2020-04-07 00:00:00-04:00,36.33333206176758,37.66666793823242,35.48933410644531,36.36333465576172,268797000
"Tesla, Inc.",TSLA,2020-04-08 00:00:00-04:00,36.9466667175293,37.14733123779297,35.55533218383789,36.589332580566406,189840000
"Tesla, Inc.",TSLA,2020-04-09 00:00:00-04:00,37.4726676940918,38.345333099365234,37.14066696166992,38.20000076293945,204750000
"Tesla, Inc.",TSLA,2020-04-13 00:00:00-04:00,39.34400177001953,43.46666717529297,38.70199966430664,43.39666748046875,337131000
"Tesla, Inc.",TSLA,2020-04-14 00:00:00-04:00,46.597999572753906,49.45866775512695,46.1619987487793,47.32600021362305,458647500
"Tesla, Inc.",TSLA,2020-04-15 00:00:00-04:00,49.46666717529297,50.20866775512695,47.33333206176758,48.65533447265625,353655000
"Tesla, Inc.",TSLA,2020-04-16 00:00:00-04:00,47.79600143432617,50.630001068115234,47.11466598510742,49.680667877197266,309868500
"Tesla, Inc.",TSLA,2020-04-17 00:00:00-04:00,51.48533248901367,51.663333892822266,49.84400177001953,50.259334564208984,196923000
"Tesla, Inc.",TSLA,2020-04-20 00:00:00-04:00,48.8466682434082,51.03799819946289,47.48066711425781,49.75733184814453,221199000
"Tesla, Inc.",TSLA,2020-04-21 00:00:00-04:00,48.67466735839844,50.22200012207031,44.919334411621094,45.781333923339844,303136500
"Tesla, Inc.",TSLA,2020-04-22 00:00:00-04:00,46.93199920654297,48.93333435058594,45.91400146484375,48.807334899902344,212482500
"Tesla, Inc.",TSLA,2020-04-23 00:00:00-04:00,48.50666809082031,48.93333435058594,46.87533187866211,47.04199981689453,198550500
"Tesla, Inc.",TSLA,2020-04-24 00:00:00-04:00,47.387332916259766,48.71533203125,46.54533386230469,48.34333419799805,198180000
"Tesla, Inc.",TSLA,2020-04-27 00:00:00-04:00,49.17399978637695,53.29933166503906,49.0,53.25,310221000
"Tesla, Inc.",TSLA,2020-04-28 00:00:00-04:00,53.042667388916016,53.66666793823242,50.44599914550781,51.27466583251953,228330000
"Tesla, Inc.",TSLA,2020-04-29 00:00:00-04:00,52.678001403808594,53.54666519165039,52.21066665649414,53.367332458496094,243240000
"Tesla, Inc.",TSLA,2020-04-30 00:00:00-04:00,57.01266860961914,57.987998962402344,50.900001525878906,52.12533187866211,427078500
"Tesla, Inc.",TSLA,2020-05-01 00:00:00-04:00,50.33333206176758,51.518001556396484,45.5359992980957,46.75466537475586,487977000
"Tesla, Inc.",TSLA,2020-05-04 00:00:00-04:00,46.733333587646484,50.79999923706055,46.53333282470703,50.74599838256836,288556500
"Tesla, Inc.",TSLA,2020-05-05 00:00:00-04:00,52.65266799926758,53.26133346557617,50.8120002746582,51.2140007019043,254875500
"Tesla, Inc.",TSLA,2020-05-06 00:00:00-04:00,51.766666412353516,52.6533317565918,50.740665435791016,52.172000885009766,166848000
"Tesla, Inc.",TSLA,2020-05-07 00:00:00-04:00,51.81399917602539,53.09333419799805,51.4900016784668,52.00266647338867,172915500
"Tesla, Inc.",TSLA,2020-05-08 00:00:00-04:00,52.917999267578125,54.93333435058594,52.46733474731445,54.62799835205078,241297500
"Tesla, Inc.",TSLA,2020-05-11 00:00:00-04:00,52.70066833496094,54.93333435058594,52.33333206176758,54.08599853515625,247794000
"Tesla, Inc.",TSLA,2020-05-12 00:00:00-04:00,55.133331298828125,56.21933364868164,53.866668701171875,53.96066665649414,238603500
"Tesla, Inc.",TSLA,2020-05-13 00:00:00-04:00,54.72200012207031,55.06666564941406,50.88666534423828,52.73066711425781,285982500
"Tesla, Inc.",TSLA,2020-05-14 00:00:00-04:00,52.0,53.557334899902344,50.93333435058594,53.55533218383789,205233000
"Tesla, Inc.",TSLA,2020-05-15 00:00:00-04:00,52.689998626708984,53.66999816894531,52.436668395996094,53.27799987792969,157776000
"Tesla, Inc.",TSLA,2020-05-18 00:00:00-04:00,55.185333251953125,55.64799880981445,53.59199905395508,54.242000579833984,174987000
"Tesla, Inc.",TSLA,2020-05-19 00:00:00-04:00,54.34466552734375,54.80466842651367,53.73866653442383,53.867332458496094,144547500
"Tesla, Inc.",TSLA,2020-05-20 00:00:00-04:00,54.70000076293945,55.06666564941406,54.119998931884766,54.37066650390625,109639500
"Tesla, Inc.",TSLA,2020-05-21 00:00:00-04:00,54.400001525878906,55.5,53.06666564941406,55.17333221435547,183819000
"Tesla, Inc.",TSLA,2020-05-22 00:00:00-04:00,54.81133270263672,55.45199966430664,54.133331298828125,54.45866775512695,149812500
"Tesla, Inc.",TSLA,2020-05-26 00:00:00-04:00,55.633331298828125,55.63999938964844,54.38066864013672,54.591331481933594,121345500
"Tesla, Inc.",TSLA,2020-05-27 00:00:00-04:00,54.7239990234375,55.180667877197266,52.33333206176758,54.68199920654297,173242500
"Tesla, Inc.",TSLA,2020-05-28 00:00:00-04:00,54.23400115966797,54.983333587646484,53.44599914550781,53.72066879272461,108834000
"Tesla, Inc.",TSLA,2020-05-29 00:00:00-04:00,53.91666793823242,55.66666793823242,53.61399841308594,55.66666793823242,176467500
"Tesla, Inc.",TSLA,2020-06-01 00:00:00-04:00,57.20000076293945,59.93333435058594,56.939998626708984,59.87333297729492,224092500
"Tesla, Inc.",TSLA,2020-06-02 00:00:00-04:00,59.64666748046875,60.57733154296875,58.06666564941406,58.770668029785156,203484000
"Tesla, Inc.",TSLA,2020-06-03 00:00:00-04:00,59.20800018310547,59.862667083740234,58.67333221435547,58.86399841308594,119242500
"Tesla, Inc.",TSLA,2020-06-04 00:00:00-04:00,59.32533264160156,59.71666717529297,57.229331970214844,57.62533187866211,133315500
"Tesla, Inc.",TSLA,2020-06-05 00:00:00-04:00,58.522666931152344,59.10133361816406,57.746665954589844,59.04399871826172,117178500
"Tesla, Inc.",TSLA,2020-06-08 00:00:00-04:00,61.266666412353516,63.33333206176758,60.61066818237305,63.327999114990234,212620500
